account_number,account_type,branch_code,branch_name,case_status,case_summary,closed_date,closing_balance,compensation_paid,complaint_type,customer_address,customer_email,customer_id,customer_name,customer_phone,dispute_amount,dispute_type,doc_id,doc_type,filed_date,priority,processed_date,request_date,request_status,request_type,resolution,rm_email,rm_id,rm_name,s3_path,sort_code,statement_date
73375433,Current,BR007,Cardiff,,Overdraft Limit Change request. Status: Rejected. Processed: 07 Jul 2025.,,,,,"Studio 2, Leah loop, Johnsonport, G7T 2YS",brenda28@example.com,CUST00031,Kathryn Shah,+44(0)117 496 0843,,,MNT00030,AccountMaintenance,,,2025-07-07,2025-07-02,Rejected,Overdraft Limit Change,,sophie.chen@securebankplc.com,RM002,Sophie Chen,s3://banking-docs-poc-qahftr/maintenance/2025/07/MNT00030.pdf,94-34-61,
14586850,Current,BR006,Bristol,,Standing Order Amendment request. Status: Pending. Processed: 25 Jan 2026.,,,,,"89 Edwards creek, Daviestown, B2 2NA",robertsrosemary@example.net,CUST00032,Tracy Wilkinson-Davison,+44(0)1632 960235,,,MNT00031,AccountMaintenance,,,2026-01-25,2026-01-24,Pending,Standing Order Amendment,,carlos.mendez@securebankplc.com,RM009,Carlos Mendez,s3://banking-docs-poc-qahftr/maintenance/2026/01/MNT00031.pdf,43-32-84,
67010651,Savings,BR006,Bristol,,Standing Order Amendment request. Status: Completed. Processed: 12 Oct 2025.,,,,,"Studio 8, O'Neill common, Bradleytown, N89 1ER",kwilkinson@example.com,CUST00017,Callum Pritchard-Fletcher,(0191) 496 0585,,,MNT00032,AccountMaintenance,,,2025-10-12,2025-10-09,Completed,Standing Order Amendment,,zoe.nakamura@securebankplc.com,RM014,Zoe Nakamura,s3://banking-docs-poc-qahftr/maintenance/2025/10/MNT00032.pdf,34-34-78,
73375433,Current,BR007,Cardiff,,Account Name Change request. Status: Completed. Processed: 09 May 2025.,,,,,"Studio 2, Leah loop, Johnsonport, G7T 2YS",brenda28@example.com,CUST00031,Kathryn Shah,+44(0)117 496 0843,,,MNT00033,AccountMaintenance,,,2025-05-09,2025-05-06,Completed,Account Name Change,,sophie.chen@securebankplc.com,RM002,Sophie Chen,s3://banking-docs-poc-qahftr/maintenance/2025/05/MNT00033.pdf,94-34-61,
46872343,Current,BR005,Leeds,,Address Change request. Status: Completed. Processed: 04 Jul 2025.,,,,,"Flat 36Y, Robinson isle, Smithtown, E14 6PL",lydiadunn@example.net,CUST00020,Gemma Clark-Parry,(0141) 4960819,,,MNT00034,AccountMaintenance,,,2025-07-04,2025-06-27,Completed,Address Change,,patrick.devereux@securebankplc.com,RM015,Patrick Devereux,s3://banking-docs-poc-qahftr/maintenance/2025/06/MNT00034.pdf,84-79-17,
31351823,Savings,BR005,Leeds,,Standing Order Amendment request. Status: Rejected. Processed: 08 Feb 2025.,,,,,"81 Wilson club, Douglasmouth, IV2B 6PW",zcollins@example.com,CUST00057,Mathew Little,+44(0)8081570161,,,MNT00035,AccountMaintenance,,,2025-02-08,2025-02-06,Rejected,Standing Order Amendment,,carlos.mendez@securebankplc.com,RM009,Carlos Mendez,s3://banking-docs-poc-qahftr/maintenance/2025/02/MNT00035.pdf,71-45-85,
61939909,Current,BR002,Manchester Central,,Signature Update request. Status: Completed. Processed: 09 Feb 2025.,,,,,"13 Dean green, South Dennischester, IG4 0SA",justin74@example.org,CUST00022,Mrs Lucy Hyde,(0191)4960767,,,MNT00036,AccountMaintenance,,,2025-02-09,2025-02-01,Completed,Signature Update,,rachel.o'brien@securebankplc.com,RM008,Rachel O'Brien,s3://banking-docs-poc-qahftr/maintenance/2025/02/MNT00036.pdf,63-94-84,
37672423,ISA,BR010,Sheffield,,Contact Number Update request. Status: Completed. Processed: 15 Sep 2024.,,,,,"5 Chelsea street, Jessicashire, SN4 9XJ",elliott68@example.com,CUST00007,Sylvia Bolton,0131 496 0785,,,MNT00037,AccountMaintenance,,,2024-09-15,2024-09-08,Completed,Contact Number Update,,william.foster@securebankplc.com,RM011,William Foster,s3://banking-docs-poc-qahftr/maintenance/2024/09/MNT00037.pdf,78-43-84,
99118384,Savings,BR001,London City,,Contact Number Update request. Status: Completed. Processed: 13 Dec 2025.,,,,,"73 Samantha forges, Millerton, LS9 6LT",martyn46@example.org,CUST00024,Mr Ronald Singh,+44(0)115 4960476,,,MNT00038,AccountMaintenance,,,2025-12-13,2025-12-03,Completed,Contact Number Update,,patrick.devereux@securebankplc.com,RM015,Patrick Devereux,s3://banking-docs-poc-qahftr/maintenance/2025/12/MNT00038.pdf,54-18-41,
31665876,Current,BR007,Cardiff,,Direct Debit Cancellation request. Status: Completed. Processed: 17 Apr 2025.,,,,,"03 French walks, East Janice, E05 3RJ",tross@example.net,CUST00043,Miss Kimberley Robinson,(0191) 496 0369,,,MNT00039,AccountMaintenance,,,2025-04-17,2025-04-16,Completed,Direct Debit Cancellation,,david.okafor@securebankplc.com,RM005,David Okafor,s3://banking-docs-poc-qahftr/maintenance/2025/04/MNT00039.pdf,36-63-59,
93252880,ISA,BR005,Leeds,,Standing Order Amendment request. Status: Pending. Processed: 04 Jul 2025.,,,,,"5 Gough mountain, South Katherine, B6D 7NW",morgankimberley@example.net,CUST00011,Anthony Potter-Barber,+44(0)118 4960018,,,MNT00040,AccountMaintenance,,,2025-07-04,2025-06-28,Pending,Standing Order Amendment,,robert.blackwood@securebankplc.com,RM017,Robert Blackwood,s3://banking-docs-poc-qahftr/maintenance/2025/06/MNT00040.pdf,51-72-12,
67010651,Savings,BR006,Bristol,,Contact Number Update request. Status: Completed. Processed: 19 Feb 2025.,,,,,"Studio 8, O'Neill common, Bradleytown, N89 1ER",kwilkinson@example.com,CUST00017,Callum Pritchard-Fletcher,(0191) 496 0585,,,MNT00041,AccountMaintenance,,,2025-02-19,2025-02-14,Completed,Contact Number Update,,zoe.nakamura@securebankplc.com,RM014,Zoe Nakamura,s3://banking-docs-poc-qahftr/maintenance/2025/02/MNT00041.pdf,34-34-78,
00330923,Savings,BR004,Edinburgh,,Account Name Change request. Status: Rejected. Processed: 03 Oct 2024.,,,,,"Flat 69, Khan plaza, West Harriet, L1S 5NB",emily97@example.org,CUST00048,Francesca Lucas,(0141) 4960004,,,MNT00042,AccountMaintenance,,,2024-10-03,2024-09-30,Rejected,Account Name Change,,mohammed.al-rashid@securebankplc.com,RM003,Mohammed Al-Rashid,s3://banking-docs-poc-qahftr/maintenance/2024/09/MNT00042.pdf,70-95-24,
14586850,Current,BR006,Bristol,,Address Change request. Status: Completed. Processed: 22 Feb 2026.,,,,,"89 Edwards creek, Daviestown, B2 2NA",robertsrosemary@example.net,CUST00032,Tracy Wilkinson-Davison,+44(0)1632 960235,,,MNT00043,AccountMaintenance,,,2026-02-22,2026-02-16,Completed,Address Change,,carlos.mendez@securebankplc.com,RM009,Carlos Mendez,s3://banking-docs-poc-qahftr/maintenance/2026/02/MNT00043.pdf,43-32-84,
52553419,Savings,BR005,Leeds,,Overdraft Limit Change request. Status: Completed. Processed: 22 Apr 2025.,,,,,"Flat 03, Sara lights, Paulinetown, PA3 9FT",jayne53@example.com,CUST00005,Maria Williams-Brown,(0191) 4960489,,,MNT00044,AccountMaintenance,,,2025-04-22,2025-04-14,Completed,Overdraft Limit Change,,patrick.devereux@securebankplc.com,RM015,Patrick Devereux,s3://banking-docs-poc-qahftr/maintenance/2025/04/MNT00044.pdf,78-41-30,
31665876,Current,BR007,Cardiff,,Standing Order Amendment request. Status: Completed. Processed: 21 Jul 2025.,,,,,"03 French walks, East Janice, E05 3RJ",tross@example.net,CUST00043,Miss Kimberley Robinson,(0191) 496 0369,,,MNT00045,AccountMaintenance,,,2025-07-21,2025-07-12,Completed,Standing Order Amendment,,david.okafor@securebankplc.com,RM005,David Okafor,s3://banking-docs-poc-qahftr/maintenance/2025/07/MNT00045.pdf,36-63-59,
31351823,Savings,BR005,Leeds,,Address Change request. Status: Pending. Processed: 09 Feb 2026.,,,,,"81 Wilson club, Douglasmouth, IV2B 6PW",zcollins@example.com,CUST00057,Mathew Little,+44(0)8081570161,,,MNT00046,AccountMaintenance,,,2026-02-09,2026-02-04,Pending,Address Change,,carlos.mendez@securebankplc.com,RM009,Carlos Mendez,s3://banking-docs-poc-qahftr/maintenance/2026/02/MNT00046.pdf,71-45-85,
67010651,Savings,BR006,Bristol,,Contact Number Update request. Status: Pending. Processed: 21 Jul 2024.,,,,,"Studio 8, O'Neill common, Bradleytown, N89 1ER",kwilkinson@example.com,CUST00017,Callum Pritchard-Fletcher,(0191) 496 0585,,,MNT00047,AccountMaintenance,,,2024-07-21,2024-07-16,Pending,Contact Number Update,,zoe.nakamura@securebankplc.com,RM014,Zoe Nakamura,s3://banking-docs-poc-qahftr/maintenance/2024/07/MNT00047.pdf,34-34-78,
57885685,Business Current,BR005,Leeds,,Standing Order Amendment request. Status: Pending. Processed: 27 May 2024.,,,,,"Flat 84, Hughes green, Lake Matthew, W7D 3DG",uford@example.com,CUST00056,Marcus Walker,+44(0)29 2018730,,,MNT00048,AccountMaintenance,,,2024-05-27,2024-05-18,Pending,Standing Order Amendment,,george.whitfield@securebankplc.com,RM019,George Whitfield,s3://banking-docs-poc-qahftr/maintenance/2024/05/MNT00048.pdf,99-68-44,
04505331,Business Current,BR007,Cardiff,,Address Change request. Status: Completed. Processed: 20 Mar 2026.,,,,,"868 Hill vista, Rickyburgh, HX6E 1EJ",nwright@example.com,CUST00029,Damian Pearson,+441144960254,,,MNT00049,AccountMaintenance,,,2026-03-20,2026-03-13,Completed,Address Change,,david.okafor@securebankplc.com,RM005,David Okafor,s3://banking-docs-poc-qahftr/maintenance/2026/03/MNT00049.pdf,81-62-89,
52553419,Savings,BR005,Leeds,,Standing Order Amendment request. Status: Completed. Processed: 14 Feb 2025.,,,,,"Flat 03, Sara lights, Paulinetown, PA3 9FT",jayne53@example.com,CUST00005,Maria Williams-Brown,(0191) 4960489,,,MNT00050,AccountMaintenance,,,2025-02-14,2025-02-08,Completed,Standing Order Amendment,,patrick.devereux@securebankplc.com,RM015,Patrick Devereux,s3://banking-docs-poc-qahftr/maintenance/2025/02/MNT00050.pdf,78-41-30,
73375433,Current,BR007,Cardiff,,Direct Debit Cancellation request. Status: Completed. Processed: 24 Oct 2024.,,,,,"Studio 2, Leah loop, Johnsonport, G7T 2YS",brenda28@example.com,CUST00031,Kathryn Shah,+44(0)117 496 0843,,,MNT00051,AccountMaintenance,,,2024-10-24,2024-10-17,Completed,Direct Debit Cancellation,,sophie.chen@securebankplc.com,RM002,Sophie Chen,s3://banking-docs-poc-qahftr/maintenance/2024/10/MNT00051.pdf,94-34-61,
00330923,Savings,BR004,Edinburgh,,Beneficiary Addition request. Status: Completed. Processed: 02 Sep 2024.,,,,,"Flat 69, Khan plaza, West Harriet, L1S 5NB",emily97@example.org,CUST00048,Francesca Lucas,(0141) 4960004,,,MNT00052,AccountMaintenance,,,2024-09-02,2024-08-28,Completed,Beneficiary Addition,,mohammed.al-rashid@securebankplc.com,RM003,Mohammed Al-Rashid,s3://banking-docs-poc-qahftr/maintenance/2024/08/MNT00052.pdf,70-95-24,
57885685,Business Current,BR005,Leeds,,Beneficiary Addition request. Status: Completed. Processed: 27 Aug 2025.,,,,,"Flat 84, Hughes green, Lake Matthew, W7D 3DG",uford@example.com,CUST00056,Marcus Walker,+44(0)29 2018730,,,MNT00053,AccountMaintenance,,,2025-08-27,2025-08-26,Completed,Beneficiary Addition,,george.whitfield@securebankplc.com,RM019,George Whitfield,s3://banking-docs-poc-qahftr/maintenance/2025/08/MNT00053.pdf,99-68-44,
65185067,Current,BR006,Bristol,,Address Change request. Status: Pending. Processed: 03 Oct 2025.,,,,,"Flat 29J, Price ramp, South Sam, W3 9GT",chloe20@example.org,CUST00051,Rachael Farmer,+44909 8790358,,,MNT00054,AccountMaintenance,,,2025-10-03,2025-10-01,Pending,Address Change,,fatima.hassan@securebankplc.com,RM018,Fatima Hassan,s3://banking-docs-poc-qahftr/maintenance/2025/10/MNT00054.pdf,65-56-91,
54353462,Business Current,BR010,Sheffield,,Address Change request. Status: Rejected. Processed: 04 Sep 2024.,,,,,"367 Watkins spring, West Scottberg, BH84 0YS",joanlittle@example.net,CUST00023,Terry Stephens-Turner,+44(0)306 9990092,,,MNT00055,AccountMaintenance,,,2024-09-04,2024-09-03,Rejected,Address Change,,robert.blackwood@securebankplc.com,RM017,Robert Blackwood,s3://banking-docs-poc-qahftr/maintenance/2024/09/MNT00055.pdf,68-50-19,
84271094,Premier,BR001,London City,,Account Name Change request. Status: Rejected. Processed: 12 Sep 2025.,,,,,"8 Gemma rapid, Charlesland, DD1A 0SJ",gary02@example.org,CUST00059,Ross Bailey,+441174960914,,,MNT00056,AccountMaintenance,,,2025-09-12,2025-09-09,Rejected,Account Name Change,,sophie.chen@securebankplc.com,RM002,Sophie Chen,s3://banking-docs-poc-qahftr/maintenance/2025/09/MNT00056.pdf,71-66-53,
32677360,Savings,BR001,London City,,Direct Debit Cancellation request. Status: Completed. Processed: 31 May 2025.,,,,,"60 Mitchell expressway, Martinberg, B5 8WU",thomasking@example.org,CUST00019,Sharon Price,0191 498 0065,,,MNT00057,AccountMaintenance,,,2025-05-31,2025-05-24,Completed,Direct Debit Cancellation,,mohammed.al-rashid@securebankplc.com,RM003,Mohammed Al-Rashid,s3://banking-docs-poc-qahftr/maintenance/2025/05/MNT00057.pdf,58-10-59,
60883561,Business Current,BR005,Leeds,,Direct Debit Cancellation request. Status: Pending. Processed: 20 Feb 2026.,,,,,"03 Faulkner run, Lake Victorstad, HA9 2TL",hicksdawn@example.net,CUST00034,Brandon Middleton,(0131) 496 0052,,,MNT00058,AccountMaintenance,,,2026-02-20,2026-02-12,Pending,Direct Debit Cancellation,,sophie.chen@securebankplc.com,RM002,Sophie Chen,s3://banking-docs-poc-qahftr/maintenance/2026/02/MNT00058.pdf,89-50-94,
68011280,Business Current,BR008,Glasgow,,Signature Update request. Status: Pending. Processed: 27 Jul 2025.,,,,,"9 Graeme throughway, Jonesmouth, TS6 3LX",terence80@example.org,CUST00028,Dominic Harvey,+441632 960888,,,MNT00059,AccountMaintenance,,,2025-07-27,2025-07-25,Pending,Signature Update,,fatima.hassan@securebankplc.com,RM018,Fatima Hassan,s3://banking-docs-poc-qahftr/maintenance/2025/07/MNT00059.pdf,84-80-28,
55646417,Current,BR004,Edinburgh,,Overdraft Limit Change request. Status: Completed. Processed: 28 Oct 2024.,,,,,"Flat 16, Garry views, Hunterton, DL17 9AL",stanleyrebecca@example.com,CUST00047,Miss Abbie Hart,+441914960529,,,MNT00060,AccountMaintenance,,,2024-10-28,2024-10-23,Completed,Overdraft Limit Change,,patrick.devereux@securebankplc.com,RM015,Patrick Devereux,s3://banking-docs-poc-qahftr/maintenance/2024/10/MNT00060.pdf,79-16-54,
57885685,Business Current,BR005,Leeds,,Overdraft Limit Change request. Status: Completed. Processed: 11 Sep 2024.,,,,,"Flat 84, Hughes green, Lake Matthew, W7D 3DG",uford@example.com,CUST00056,Marcus Walker,+44(0)29 2018730,,,MNT00061,AccountMaintenance,,,2024-09-11,2024-09-10,Completed,Overdraft Limit Change,,george.whitfield@securebankplc.com,RM019,George Whitfield,s3://banking-docs-poc-qahftr/maintenance/2024/09/MNT00061.pdf,99-68-44,
65185067,Current,BR006,Bristol,,Beneficiary Addition request. Status: Completed. Processed: 17 Oct 2024.,,,,,"Flat 29J, Price ramp, South Sam, W3 9GT",chloe20@example.org,CUST00051,Rachael Farmer,+44909 8790358,,,MNT00062,AccountMaintenance,,,2024-10-17,2024-10-14,Completed,Beneficiary Addition,,fatima.hassan@securebankplc.com,RM018,Fatima Hassan,s3://banking-docs-poc-qahftr/maintenance/2024/10/MNT00062.pdf,65-56-91,
43039117,Current,BR002,Manchester Central,,Direct Debit Cancellation request. Status: Rejected. Processed: 29 May 2025.,,,,,"427 Brown gardens, West Bethan, AB5 0WZ",turnerjosephine@example.com,CUST00012,Dr Duncan Greenwood,(0909) 879 0062,,,MNT00063,AccountMaintenance,,,2025-05-29,2025-05-20,Rejected,Direct Debit Cancellation,,natalie.burke@securebankplc.com,RM012,Natalie Burke,s3://banking-docs-poc-qahftr/maintenance/2025/05/MNT00063.pdf,78-26-26,
24896383,Business Current,BR008,Glasgow,,Account Name Change request. Status: Pending. Processed: 20 Jul 2025.,,,,,"2 Carter lane, Allenland, FY2M 9AU",dorothymurray@example.org,CUST00013,Ms Dorothy Burns,+44141 496 0933,,,MNT00064,AccountMaintenance,,,2025-07-20,2025-07-19,Pending,Account Name Change,,fatima.hassan@securebankplc.com,RM018,Fatima Hassan,s3://banking-docs-poc-qahftr/maintenance/2025/07/MNT00064.pdf,61-95-93,
96705466,ISA,BR010,Sheffield,,Signature Update request. Status: Completed. Processed: 25 Dec 2025.,,,,,"40 Lucy bridge, Lindseymouth, G84 0TL",tread@example.com,CUST00044,Gemma Wheeler,+44(0)2074960205,,,MNT00065,AccountMaintenance,,,2025-12-25,2025-12-24,Completed,Signature Update,,james.hargreaves@securebankplc.com,RM001,James Hargreaves,s3://banking-docs-poc-qahftr/maintenance/2025/12/MNT00065.pdf,79-87-38,
34332003,Premier,BR006,Bristol,,Account Name Change request. Status: Completed. Processed: 09 Jan 2026.,,,,,"0 Kate locks, Juneside, S2A 7TS",lawrencemiles@example.net,CUST00038,Frederick Pearson-Webster,(0116)4960522,,,MNT00066,AccountMaintenance,,,2026-01-09,2026-01-01,Completed,Account Name Change,,mohammed.al-rashid@securebankplc.com,RM003,Mohammed Al-Rashid,s3://banking-docs-poc-qahftr/maintenance/2026/01/MNT00066.pdf,88-19-68,
34332003,Premier,BR006,Bristol,,Address Change request. Status: Rejected. Processed: 12 Nov 2025.,,,,,"0 Kate locks, Juneside, S2A 7TS",lawrencemiles@example.net,CUST00038,Frederick Pearson-Webster,(0116)4960522,,,MNT00067,AccountMaintenance,,,2025-11-12,2025-11-10,Rejected,Address Change,,mohammed.al-rashid@securebankplc.com,RM003,Mohammed Al-Rashid,s3://banking-docs-poc-qahftr/maintenance/2025/11/MNT00067.pdf,88-19-68,
31665876,Current,BR007,Cardiff,,Standing Order Amendment request. Status: Completed. Processed: 01 Nov 2024.,,,,,"03 French walks, East Janice, E05 3RJ",tross@example.net,CUST00043,Miss Kimberley Robinson,(0191) 496 0369,,,MNT00068,AccountMaintenance,,,2024-11-01,2024-10-29,Completed,Standing Order Amendment,,david.okafor@securebankplc.com,RM005,David Okafor,s3://banking-docs-poc-qahftr/maintenance/2024/10/MNT00068.pdf,36-63-59,
84656482,Savings,BR002,Manchester Central,,Contact Number Update request. Status: Pending. Processed: 21 Dec 2024.,,,,,"9 Barry circles, Hollandland, BN7 6GW",gerald83@example.org,CUST00035,Dr Bruce Metcalfe,+44(0)114 4960337,,,MNT00069,AccountMaintenance,,,2024-12-21,2024-12-20,Pending,Contact Number Update,,aisha.patel@securebankplc.com,RM010,Aisha Patel,s3://banking-docs-poc-qahftr/maintenance/2024/12/MNT00069.pdf,63-95-58,
84656482,Savings,BR002,Manchester Central,,Beneficiary Addition request. Status: Completed. Processed: 29 Jun 2024.,,,,,"9 Barry circles, Hollandland, BN7 6GW",gerald83@example.org,CUST00035,Dr Bruce Metcalfe,+44(0)114 4960337,,,MNT00070,AccountMaintenance,,,2024-06-29,2024-06-21,Completed,Beneficiary Addition,,aisha.patel@securebankplc.com,RM010,Aisha Patel,s3://banking-docs-poc-qahftr/maintenance/2024/06/MNT00070.pdf,63-95-58,
65185067,Current,BR006,Bristol,,Signature Update request. Status: Pending. Processed: 24 Jul 2024.,,,,,"Flat 29J, Price ramp, South Sam, W3 9GT",chloe20@example.org,CUST00051,Rachael Farmer,+44909 8790358,,,MNT00071,AccountMaintenance,,,2024-07-24,2024-07-23,Pending,Signature Update,,fatima.hassan@securebankplc.com,RM018,Fatima Hassan,s3://banking-docs-poc-qahftr/maintenance/2024/07/MNT00071.pdf,65-56-91,
99016272,Current,BR001,London City,,Address Change request. Status: Pending. Processed: 18 Jan 2025.,,,,,"Flat 46k, Campbell junction, Port Rosemarychester, DE87 6LD",kathleenjones@example.org,CUST00046,Nathan Sanderson,(0808)1570938,,,MNT00072,AccountMaintenance,,,2025-01-18,2025-01-14,Pending,Address Change,,liam.fitzgerald@securebankplc.com,RM013,Liam Fitzgerald,s3://banking-docs-poc-qahftr/maintenance/2025/01/MNT00072.pdf,43-58-51,
47116719,Current,BR003,Birmingham,,Beneficiary Addition request. Status: Rejected. Processed: 03 May 2025.,,,,,"Flat 7, Tina brook, Samberg, W2 8EN",leslie82@example.com,CUST00060,Ricky Duffy,0113 4960453,,,MNT00073,AccountMaintenance,,,2025-05-03,2025-04-23,Rejected,Beneficiary Addition,,sophie.chen@securebankplc.com,RM002,Sophie Chen,s3://banking-docs-poc-qahftr/maintenance/2025/04/MNT00073.pdf,29-29-82,
09788208,Current,BR006,Bristol,,Direct Debit Cancellation request. Status: Pending. Processed: 23 Sep 2024.,,,,,"46 George walks, Port Peter, NG03 2JW",robertgrant@example.org,CUST00021,Elliot Williams,0141 496 0539,,,MNT00074,AccountMaintenance,,,2024-09-23,2024-09-16,Pending,Direct Debit Cancellation,,sophie.chen@securebankplc.com,RM002,Sophie Chen,s3://banking-docs-poc-qahftr/maintenance/2024/09/MNT00074.pdf,33-18-86,
68011280,Business Current,BR008,Glasgow,,Standing Order Amendment request. Status: Completed. Processed: 16 Jul 2025.,,,,,"9 Graeme throughway, Jonesmouth, TS6 3LX",terence80@example.org,CUST00028,Dominic Harvey,+441632 960888,,,MNT00075,AccountMaintenance,,,2025-07-16,2025-07-10,Completed,Standing Order Amendment,,fatima.hassan@securebankplc.com,RM018,Fatima Hassan,s3://banking-docs-poc-qahftr/maintenance/2025/07/MNT00075.pdf,84-80-28,
57885685,Business Current,BR005,Leeds,,Standing Order Amendment request. Status: Completed. Processed: 24 Jun 2025.,,,,,"Flat 84, Hughes green, Lake Matthew, W7D 3DG",uford@example.com,CUST00056,Marcus Walker,+44(0)29 2018730,,,MNT00076,AccountMaintenance,,,2025-06-24,2025-06-23,Completed,Standing Order Amendment,,george.whitfield@securebankplc.com,RM019,George Whitfield,s3://banking-docs-poc-qahftr/maintenance/2025/06/MNT00076.pdf,99-68-44,
66319314,ISA,BR005,Leeds,,Standing Order Amendment request. Status: Completed. Processed: 25 May 2025.,,,,,"893 Jones crest, East Diane, E3A 9GY",brownwendy@example.com,CUST00050,Adrian Davey,+44(0)808 1570942,,,MNT00077,AccountMaintenance,,,2025-05-25,2025-05-16,Completed,Standing Order Amendment,,george.whitfield@securebankplc.com,RM019,George Whitfield,s3://banking-docs-poc-qahftr/maintenance/2025/05/MNT00077.pdf,25-82-15,
24896383,Business Current,BR008,Glasgow,,Signature Update request. Status: Completed. Processed: 10 Oct 2024.,,,,,"2 Carter lane, Allenland, FY2M 9AU",dorothymurray@example.org,CUST00013,Ms Dorothy Burns,+44141 496 0933,,,MNT00078,AccountMaintenance,,,2024-10-10,2024-10-07,Completed,Signature Update,,fatima.hassan@securebankplc.com,RM018,Fatima Hassan,s3://banking-docs-poc-qahftr/maintenance/2024/10/MNT00078.pdf,61-95-93,
57885685,Business Current,BR005,Leeds,,Address Change request. Status: Completed. Processed: 28 Feb 2025.,,,,,"Flat 84, Hughes green, Lake Matthew, W7D 3DG",uford@example.com,CUST00056,Marcus Walker,+44(0)29 2018730,,,MNT00079,AccountMaintenance,,,2025-02-28,2025-02-19,Completed,Address Change,,george.whitfield@securebankplc.com,RM019,George Whitfield,s3://banking-docs-poc-qahftr/maintenance/2025/02/MNT00079.pdf,99-68-44,
27849808,Business Current,BR006,Bristol,,Address Change request. Status: Completed. Processed: 11 Feb 2026.,,,,,"Flat 3, Chan viaduct, Royport, L35 1EQ",clairewilson@example.org,CUST00025,Bryan Brown,0808 1570256,,,MNT00080,AccountMaintenance,,,2026-02-11,2026-02-01,Completed,Address Change,,aisha.patel@securebankplc.com,RM010,Aisha Patel,s3://banking-docs-poc-qahftr/maintenance/2026/02/MNT00080.pdf,94-23-27,
94680443,Premier,BR003,Birmingham,,Direct Debit Cancellation request. Status: Completed. Processed: 01 Sep 2025.,,,,,"Flat 18v, Harrison dam, Lake Terence, WC55 5TN",jwright@example.org,CUST00036,Jane Smith-Winter,01632 960 933,,,MNT00081,AccountMaintenance,,,2025-09-01,2025-08-30,Completed,Direct Debit Cancellation,,isabella.rossi@securebankplc.com,RM020,Isabella Rossi,s3://banking-docs-poc-qahftr/maintenance/2025/08/MNT00081.pdf,84-87-93,
84271094,Premier,BR001,London City,,Contact Number Update request. Status: Completed. Processed: 04 Dec 2024.,,,,,"8 Gemma rapid, Charlesland, DD1A 0SJ",gary02@example.org,CUST00059,Ross Bailey,+441174960914,,,MNT00082,AccountMaintenance,,,2024-12-04,2024-12-03,Completed,Contact Number Update,,sophie.chen@securebankplc.com,RM002,Sophie Chen,s3://banking-docs-poc-qahftr/maintenance/2024/12/MNT00082.pdf,71-66-53,
68727743,Business Current,BR010,Sheffield,,Standing Order Amendment request. Status: Pending. Processed: 23 May 2024.,,,,,"6 Lydia branch, Hayleyborough, S5 9ZS",andreadavies@example.com,CUST00041,Jade Elliott-Adams,+44(0)113 4960408,,,MNT00083,AccountMaintenance,,,2024-05-23,2024-05-17,Pending,Standing Order Amendment,,robert.blackwood@securebankplc.com,RM017,Robert Blackwood,s3://banking-docs-poc-qahftr/maintenance/2024/05/MNT00083.pdf,76-72-90,
32677360,Savings,BR001,London City,,Overdraft Limit Change request. Status: Completed. Processed: 01 Nov 2025.,,,,,"60 Mitchell expressway, Martinberg, B5 8WU",thomasking@example.org,CUST00019,Sharon Price,0191 498 0065,,,MNT00084,AccountMaintenance,,,2025-11-01,2025-10-22,Completed,Overdraft Limit Change,,mohammed.al-rashid@securebankplc.com,RM003,Mohammed Al-Rashid,s3://banking-docs-poc-qahftr/maintenance/2025/10/MNT00084.pdf,58-10-59,
37940265,Business Current,BR009,Liverpool,,Standing Order Amendment request. Status: Completed. Processed: 19 May 2024.,,,,,"04 Howard land, Port Leeview, N5C 3RF",rachelkelly@example.org,CUST00002,Nigel Rose,+44151 4960869,,,MNT00085,AccountMaintenance,,,2024-05-19,2024-05-18,Completed,Standing Order Amendment,,zoe.nakamura@securebankplc.com,RM014,Zoe Nakamura,s3://banking-docs-poc-qahftr/maintenance/2024/05/MNT00085.pdf,29-37-53,
46706562,Premier,BR008,Glasgow,,Address Change request. Status: Pending. Processed: 07 Apr 2025.,,,,,"02 Dorothy haven, Melanieland, E5 7RW",joanturner@example.net,CUST00045,Mrs Hayley Edwards,+44131 496 0418,,,MNT00086,AccountMaintenance,,,2025-04-07,2025-03-29,Pending,Address Change,,rachel.o'brien@securebankplc.com,RM008,Rachel O'Brien,s3://banking-docs-poc-qahftr/maintenance/2025/03/MNT00086.pdf,26-89-78,
46706562,Premier,BR008,Glasgow,,Address Change request. Status: Pending. Processed: 22 Feb 2026.,,,,,"02 Dorothy haven, Melanieland, E5 7RW",joanturner@example.net,CUST00045,Mrs Hayley Edwards,+44131 496 0418,,,MNT00087,AccountMaintenance,,,2026-02-22,2026-02-15,Pending,Address Change,,rachel.o'brien@securebankplc.com,RM008,Rachel O'Brien,s3://banking-docs-poc-qahftr/maintenance/2026/02/MNT00087.pdf,26-89-78,
77387214,ISA,BR006,Bristol,,Beneficiary Addition request. Status: Pending. Processed: 28 Jan 2025.,,,,,"Flat 81G, Singh loaf, Colehaven, PL0V 2FR",ashleigh56@example.com,CUST00037,Edward Jackson,0117 496 0960,,,MNT00088,AccountMaintenance,,,2025-01-28,2025-01-18,Pending,Beneficiary Addition,,patrick.devereux@securebankplc.com,RM015,Patrick Devereux,s3://banking-docs-poc-qahftr/maintenance/2025/01/MNT00088.pdf,94-91-89,
